price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
313000.0,-0.440824652136092,-0.8426505765629733,-0.8297200087241864,-0.19362355699870942,-0.02176038109696272,-0.08503234420964709,-0.3093048665394364,-0.6671207942181068,-0.5651159771586055,-0.6723579047591173,-0.5306896286657806,1.2215133925249935
2384000.0,1.759469512760342,0.4329659481052482,1.5681595170160214,-0.16191650318874803,0.9079094321254964,-0.08503234420964709,4.828452934659441,2.285940631897095,1.7897751305327578,-0.0690233044588239,-1.6741125416040739,-0.8257744701708677
342000.0,-0.440824652136092,-0.2048423142288625,-0.2172745887299342,-0.0812000401944966,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,0.8094099188394943,0.11931050241671683,-0.6723579047591173,-0.16075868624456804,-0.8257744701708677
420000.0,-0.440824652136092,0.11406181693819283,-0.14461157279841275,-0.1903358308567275,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,0.8094099188394943,-0.9595312365748929,1.4824085248847878,-0.2616489432685351,-0.8257744701708677
550000.0,0.659322430312125,0.4329659481052482,-0.20689415788257398,-0.12151647856269883,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,0.8094099188394943,-0.7971249532858334,1.0514552389560068,0.17554217050198884,1.2082392068815788
490000.0,-1.540971734584309,-1.4804588388970839,-1.3072198277027558,-0.23630827267257662,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,-0.6671207942181068,-1.0987366222512298,-0.6723579047591173,-1.1024010851349273,1.210281389288258
335000.0,-1.540971734584309,-0.2048423142288625,-0.8193395778768262,-0.34274144099775455,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,-0.6671207942181068,-0.5535155283522442,-0.6723579047591173,0.17554217050198884,-0.8257744701708677
482000.0,0.659322430312125,0.4329659481052482,0.5923990173641619,0.5852889177915196,0.9079094321254964,-0.08503234420964709,-0.3093048665394364,-0.6671207942181068,1.0241455093129057,-0.6723579047591173,0.6127332842725127,-0.8257744701708677
452500.0,-0.440824652136092,0.4329659481052482,0.30174695363807613,2.0496644310990337,-0.9514301943194218,-0.08503234420964709,-0.3093048665394364,0.8094099188394943,-0.2983056546122934,1.1807412247346412,0.47821294157389,-0.8257744701708677
640000.0,0.659322430312125,-0.2048423142288625,-0.6428722534717026,-0.2413234481433965,-0.02176038109696272,-0.08503234420964709,-0.3093048665394364,-0.6671207942181068,-0.3563078986441004,-0.6723579047591173,-0.8669904854123375,1.2266188485416913
